Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
16248140,Dangerous Refuge,Elizabeth Lowell,"Lowell, Elizabeth",,"=""0062132717""","=""9780062132710""",3,3.65,Avon,Hardcover,384,2013,2013,2025/08/15,2025/08/15,,,read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.10,Ace,Paperback,304,2000,1969,,2025/08/05,to-read,to-read (#83),to-read,,,,0,0
43522576,Imaginary Friend,Stephen Chbosky,"Chbosky, Stephen",,"=""1538731339""","=""9781538731338""",3,3.55,Grand Central Publishing,Hardcover,705,2019,2019,2025/07/29,2025/08/02,,,read,,,,1,0
29103642,Waking Olivia,Elizabeth O'Roark,"O'Roark, Elizabeth",,"=""098981355X""","=""9780989813556""",1,4.11,Elizabeth O'Roark,Paperback,378,2016,2016,2025/07/03,2025/07/03,,,read,,,,1,0
229717312,"Releasing 10 (Boys of Tommen, #6)",Chloe Walsh,"Walsh, Chloe",,"=""1464248524""","=""9781464248528""",4,4.56,Bloom Books,Kindle Edition,765,2025,2025,2025/06/05,2025/07/03,,,read,,,,1,0
194931971,"Broken (Manhattan Ruthless, #1)",Sadie Kincaid,"Kincaid, Sadie",,"=""""","=""""",2,4.17,Red House Press Ltd,Kindle Edition,400,2024,,2025/06/07,2025/07/03,,,read,,,,1,0
199793431,The Mighty Red,Louise Erdrich,"Erdrich, Louise",,"=""0063277050""","=""9780063277052""",3,3.83,Harper,Hardcover,384,2024,2024,2025/05/14,2025/07/03,,,read,,,,1,0
209568782,"Wild Eyes (Rose Hill, #2)",Elsie Silver,"Silver, Elsie",,"=""1464220824""","=""9781464220821""",3,4.27,Bloom Books,Paperback,464,2024,2024,2025/04/16,2025/03/23,,,read,,,,1,0
217465190,"Wild Side (Rose Hill, #3)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",4,4.19,,Kindle Edition,466,2025,2025,2025/03/10,2025/03/10,,,read,,,,1,0
217923287,Ravaged Hearts (Team Zulu #5),Julie  Weaver,"Weaver, Julie",,"=""0645930164""","=""9780645930160""",2,4.16,Epic Press,Kindle Edition,266,2024,2024,2025/02/28,2025/02/28,,,read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","David J. Skal, Nina Auerbach, Rubén Toledo","=""0393970124""","=""9780393970128""",4,4.02,Norton,Paperback,488,1986,1897,2025/02/28,2025/02/28,,,read,,,,1,0
195644142,Good Girl,Aria Aber,"Aber, Aria",,"=""""","=""""",0,3.66,Hogarth,Hardcover,368,2025,2025,,2025/02/23,to-read,to-read (#82),to-read,,,,0,0
34879602,"LIGHT: a collection of prose poetry vignettes (Dictionary Poems, #2)",keaton st. james,"james, keaton st.",,"=""""","=""""",0,4.38,,ebook,,2016,,,2025/02/03,to-read,to-read (#81),to-read,,,,0,0
29223203,"GROWING: a collection of prose poetry vignettes (Dictionary Poems, #1)",keaton st. james,"james, keaton st.",,"=""""","=""""",0,4.53,,ebook,15,2016,,,2025/02/03,to-read,to-read (#80),to-read,,,,0,0
39280444,Speak,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""0374311250""","=""9780374311254""",3,4.05,"Farrar, Straus and Giroux (BYR)",Hardcover,224,2019,1999,2025/01/02,2025/02/03,,,read,,,,1,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",3,4.14,Waking Lion Press,Paperback,86,2006,1886,2024/12/30,2024/12/30,,,read,,,,1,0
61373532,"Heartless (Chestnut Springs, #2)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",3,4.38,Amazon Digital Services,Kindle Edition,476,2022,2022,2024/12/30,2024/12/30,,,read,,,,1,0
174753697,"Hopeless (Chestnut Springs, #5)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",3,4.09,Elsie Silver Literary Inc.,Kindle Edition,486,2023,2023,2024/01/01,2024/12/26,,,read,,,,1,0
199368721,"Wild Love (Rose Hill, #1)",Elsie Silver,"Silver, Elsie",,"=""0349441626""","=""9780349441627""",3,4.01,Piatkus,Kindle Edition,466,2024,2024,2024/10/24,2024/10/24,,,read,,,,1,0
219544732,"Rafa's Convenient Wife (Tequila Tycoons, #1)",Roxie Rivera,"Rivera, Roxie",,"=""""","=""""",1,4.11,Night Works Books,Kindle Edition,170,2024,,2024/10/24,2024/10/24,,,read,,,,1,0
59475295,Blake (Blue Halo #3),Nyssa Kathryn,"Kathryn, Nyssa",,"=""""","=""""",4,4.42,Nyssa Kathryn,Kindle Edition,267,2022,2022,2023/01/01,2023/05/22,,,read,,,,1,0
40651649,"The Rural Diaries: Love, Livestock, and Big Life Lessons Down on Mischief Farm",Hilarie Burton Morgan,"Morgan, Hilarie Burton",,"=""0062862723""","=""9780062862723""",0,4.41,HarperOne,ebook,272,2020,2020,,2024/09/10,to-read,to-read (#79),to-read,,,,0,0
41014903,"Warcross (Warcross, #1)",Marie Lu,"Lu, Marie",,"=""0399547983""","=""9780399547980""",0,4.13,G. P. Putnam's Sons,Kindle Edition,368,2017,2017,,2024/09/06,to-read,to-read (#78),to-read,,,,0,0
58214328,What My Bones Know: A Memoir of Healing from Complex Trauma,Stephanie Foo,"Foo, Stephanie",,"=""0593238109""","=""9780593238103""",0,4.50,Ballantine Books,Hardcover,352,2022,2022,,2024/08/28,to-read,to-read (#77),to-read,,,,0,0
62816044,"A Curse for True Love (Once Upon a Broken Heart, #3)",Stephanie Garber,"Garber, Stephanie",,"=""1250851203""","=""9781250851208""",3,4.16,Flatiron,Hardcover,386,2023,2023,2024/08/27,2023/10/27,,,read,,,,1,0
7695,Holy the Firm,Annie Dillard,"Dillard, Annie",,"=""0060915439""","=""9780060915438""",3,4.20,Harper Perennial,Paperback,76,1998,1977,,2024/08/26,to-read,to-read (#76),to-read,,,,0,0
54370827,Hands Down,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",2,3.89,,Kindle Edition,550,2020,2020,2024/08/14,2024/08/14,,,read,,,,1,0
33288638,Wait for It,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",2,4.29,Amazon Digital Services LLC,Kindle Edition,418,2016,2016,2024/08/14,2024/08/14,,,read,,,,1,0
57605091,All Rhodes Lead Here,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",4,4.22,,Kindle Edition,572,2021,2021,2024/08/14,2024/08/14,,,read,,,,1,0
37683751,From Lukov with Love,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",2,4.19,Mariana Zapata,Paperback,493,2018,2018,2024/08/14,2024/08/14,,,read,,,,1,0
29367958,The Wall of Winnipeg and Me,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",3,4.16,,Kindle Edition,475,2016,2016,2024/08/14,2024/08/14,,,read,,,,1,0
61326735,"Love, Theoretically",Ali Hazelwood,"Hazelwood, Ali",,"=""1408725797""","=""9781408725795""",3,4.09,Sphere,Paperback,389,2023,2023,2024/08/14,2024/08/14,,,read,,,,1,0
60581370,"The Jasad Heir (The Scorched Throne, #1)",Sara  Hashem,"Hashem, Sara",,"=""0316477869""","=""9780316477864""",0,4.01,Orbit Books,Paperback,523,2023,2023,,2024/08/09,to-read,to-read (#75),to-read,,,,0,0
211974738,"A Deal with the Bossy Devil (Bad Billionaire Bosses, #1)",Kyra Parsi,"Parsi, Kyra",,"=""""","=""""",3,4.12,,ebook,434,2024,2023,2024/07/26,2024/07/26,,,read,,,,1,0
63123596,"Fool Them Once (Push and Pull, #1)",Kyra Parsi,"Parsi, Kyra",,"=""""","=""9798361616961""",3,3.74,Independently published,Paperback,360,2022,,2024/07/26,2024/07/26,,,read,,,,1,0
199239864,"Alive and Wells (Wells Ranch, #1)",Bailey Hannah,"Hannah, Bailey",,"=""1738107612""","=""9781738107612""",3,3.96,,Kindle Edition,324,2023,,2024/01/01,2024/06/27,,,read,,,,1,0
210490308,"Rope Me In (Cowboys of Night Hawk, #2)",Kayla Grosse,"Grosse, Kayla",,"=""""","=""""",1,3.94,"Kayla Grosse, Fat Babe Publishing, INC.",Kindle Edition,408,2024,2024,2024/01/01,2024/07/26,,,read,,,,1,0
123610221,"Rein Me In (Cowboys of Night Hawk, #1)",Kayla Grosse,"Grosse, Kayla",,"=""""","=""""",2,3.80,Kayla Grosse,Kindle Edition,332,2023,,2024/01/01,2024/07/26,,,read,,,,1,0
20613920,Under Locke,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",1,3.89,,ebook,497,2014,2014,,2024/07/26,,,read,,,,0,0
210277479,"Failure to Match (Bad Billionaire Bosses, #2)",Kyra Parsi,"Parsi, Kyra",,"=""""","=""""",3,4.19,Independently Published,ebook,430,2024,,2024/01/01,2024/07/26,,,read,,,,1,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",4,3.98,Berkley,Paperback,358,2020,2020,2022/01/01,2022/04/24,,,read,,,,1,0
61718053,Happy Place,Emily Henry,"Henry, Emily",,"=""0593441273""","=""9780593441275""",4,3.95,Berkley,Hardcover,400,2023,2023,2023/01/01,2023/07/08,,,read,4.5,,,1,0
211087138,"What Hurts Us (Falls Creek, #1)",Maggie C. Gates,"Gates, Maggie C.",,"=""""","=""""",3,4.01,,Kindle Edition,398,2024,2023,2024/07/09,2024/07/09,,,read,,,,1,0
211087168,"What Heals Us (Falls Creek, #2)",Maggie C. Gates,"Gates, Maggie C.",,"=""""","=""""",2,4.05,,Kindle Edition,438,2024,2023,2024/01/01,2024/07/09,,,read,,,,1,0
60769830,How Far the Light Reaches: A Life in Ten Sea Creatures,Sabrina Imbler,"Imbler, Sabrina",,"=""0316540536""","=""9780316540537""",0,4.10,"Little, Brown and Company",Hardcover,263,2022,2022,,2024/07/09,to-read,to-read (#74),to-read,,,,0,0
187012471,"Insatiable (The Edge of Darkness, #1)",Leigh Rivers,"Rivers, Leigh",,"=""""","=""""",1,4.24,Nielsen,ebook,413,2023,2023,2024/07/03,2024/07/03,,,read,,,,1,0
60544084,"Drawing the Line (The Line, #3)",Nikki  Rose,"Rose, Nikki",,"=""""","=""""",2,4.36,Amazon Digital Services,Kindle Edition,,2022,2019,2024/07/03,2024/07/03,,,read,,,,1,0
203295198,"Restitution (The Edge of Darkness, #3)",Leigh Rivers,"Rivers, Leigh",,"=""""","=""""",1,4.37,,ebook,525,2024,,2024/01/01,2024/07/03,,,read,,,,1,0
201489094,"Voracious (The Edge of Darkness, #2)",Leigh Rivers,"Rivers, Leigh",,"=""""","=""""",1,4.30,,ebook,399,2023,2023,2024/01/01,2024/07/03,,,read,,,,1,0
24044596,Kulti,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",3,4.24,,Nook,570,2015,2015,2024/01/01,2024/06/27,,,read,,,,1,0
196219692,"Taming 7 (Boys of Tommen, #5)",Chloe Walsh,"Walsh, Chloe",,"=""""","=""""",1,4.32,Bloom Books,Kindle Edition,464,2024,2024,2024/01/01,2024/06/27,,,read,,,,1,0
110212831,"Redeeming 6 (Boys of Tommen, #4)",Chloe Walsh,"Walsh, Chloe",,"=""""","=""""",4,4.64,,Kindle Edition,1066,2023,2023,2024/01/01,2024/06/27,,,read,,,,1,0
44153947,"Saving 6 (Boys of Tommen, #3)",Chloe Walsh,"Walsh, Chloe",,"=""""","=""""",3,4.46,Chloe Walsh,ebook,725,2023,2023,2024/01/01,2024/06/27,,,read,,,,1,0
42968173,"Keeping 13 (Boys of Tommen, #2)",Chloe Walsh,"Walsh, Chloe",,"=""""","=""""",4,4.53,,ebook,938,2018,2018,2023/01/01,2023/05/22,,,read,,,,1,0
40944965,"Binding 13 (Boys of Tommen, #1)",Chloe Walsh,"Walsh, Chloe",,"=""""","=""""",3,4.45,,ebook,626,2018,2018,2023/01/01,2023/06/25,,,read,,,,1,0
174147294,Wandering Stars,Tommy Orange,"Orange, Tommy",,"=""0593318250""","=""9780593318256""",0,3.83,Knopf,Hardcover,315,2024,2024,,2024/01/30,to-read,to-read (#73),to-read,,,,0,0
59582214,"A False Start (Gold Rush Ranch, #4)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",1,4.13,,Kindle Edition,404,2022,2022,2024/01/01,2024/01/03,,,read,,,,1,0
57722167,"The Front Runner (Gold Rush Ranch, #3)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",3,4.23,,Kindle Edition,356,2021,2021,2024/01/01,2024/01/03,,,read,,,,1,0
57722155,"A Photo Finish (Gold Rush Ranch, #2)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",3,4.04,,Kindle Edition,420,2021,2021,2024/01/01,2024/01/03,,,read,,,,1,0
57516722,"Off to the Races (Gold Rush Ranch, #1)",Elsie Silver,"Silver, Elsie",,"=""""","=""9798743224272""",3,3.70,Independently published,Paperback,334,2021,2021,2024/01/01,2024/01/03,,,read,,,,1,0
63031640,"Powerless  (Chestnut Springs, #3)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",3,4.05,,Kindle Edition,504,2023,2023,2023/01/01,2023/12/31,,,read,,,,1,0
112974914,"Hunt on Dark Waters (Crimson Sails, #1)",Katee Robert,"Robert, Katee",,"=""0593639081""","=""9780593639085""",0,3.25,Berkley,Paperback,320,2023,2023,,2023/11/23,to-read,to-read (#72),to-read,,,,0,0
123853931,Callum (Blue Halo #7),Nyssa Kathryn,"Kathryn, Nyssa",,"=""""","=""""",4,4.36,,Kindle Edition,293,2023,2023,2023/01/01,2023/11/23,,,read,,,,1,0
58752609,Kye (Project Arma #8),Nyssa Kathryn,"Kathryn, Nyssa",,"=""""","=""""",3,4.52,Nyssa Kathryn,Kindle Edition,266,2022,2022,2023/01/01,2023/11/23,,,read,,,,1,0
58342406,Oliver (Project Arma #7),Nyssa Kathryn,"Kathryn, Nyssa",,"=""""","=""""",3,4.46,Nyssa Kathryn,Kindle Edition,254,2021,2021,2023/01/01,2023/11/23,,,read,,,,1,0
15835031,"If He Had Been With Me (If He Had Been with Me, #1)",Laura Nowlin,"Nowlin, Laura",,"=""1402277822""","=""9781402277825""",0,3.79,Sourcebooks Fire,Paperback,336,2013,2013,,2023/09/19,to-read,to-read (#71),to-read,,,,0,0
197087318,Ten (Her Russian Protector),Roxie Rivera,"Rivera, Roxie",,"=""1630420948""","=""9781630420949""",2,4.38,Night Works Books,Paperback,296,2023,2023,2023/01/01,2023/08/26,,,read,,,,1,0
54683187,"The Annihilator (Dark Verse, #5)",RuNyx,"RuNyx, RuNyx",,"=""""","=""""",1,4.14,,ebook,257,2022,2022,2023/01/01,2023/09/13,,,read,,,,1,0
53473067,"The Finisher (Dark Verse, #4)",RuNyx,"RuNyx, RuNyx",,"=""""","=""""",3,4.06,,Kindle Edition,314,2021,2021,2023/01/01,2023/09/13,,,read,,,,1,0
53473056,"The Emperor (Dark Verse, #3)",RuNyx,"RuNyx, RuNyx",,"=""""","=""""",3,4.20,Amazon Digital Services,Kindle Edition,443,2021,2021,2023/01/01,2023/09/12,,,read,,,,1,0
53027547,"The Reaper (Dark Verse, #2)",RuNyx,"RuNyx, RuNyx",,"=""0463895789""","=""9780463895788""",3,4.29,Smashwords,ebook,420,2020,2020,2023/01/01,2023/09/12,,,read,,,,1,0
52871061,"The Predator (Dark Verse, #1)",RuNyx,"RuNyx, RuNyx",,"=""""","=""""",2,3.99,,Paperback,318,2020,2020,2023/01/01,2023/09/12,,,read,,,,1,0
61045446,"Whispers of You (Lost & Found, #1)",Catherine Cowles,"Cowles, Catherine",,"=""1951936337""","=""9781951936334""",3,4.13,PageSmith LLC,Paperback,334,2023,2023,2023/01/01,2023/09/12,,,read,,,,1,0
125791019,"Under the Stars (Cottonwood Cove, #2)",Laura Pavlov,"Pavlov, Laura",,"=""""","=""9798390178539""",1,4.29,,Paperback,340,2023,2023,2023/01/01,2023/09/08,,,read,,,,1,0
84943172,"The Right Move (Windy City, #2)",Liz Tomforde,"Tomforde, Liz",,"=""""","=""""",2,4.40,Golden Boy Publishing LLC,Kindle Edition,499,2023,2023,2023/01/01,2023/09/08,,,read,,,,1,0
60657589,"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,"Fawcett, Heather",,"=""059350013X""","=""9780593500132""",0,3.97,Del Rey,Hardcover,317,2023,2023,,2023/09/05,to-read,to-read (#70),to-read,,,,0,0
123257687,"Assistant to the Villain (Assistant to the Villain, #1)",Hannah Nicole Maehrer,"Maehrer, Hannah Nicole",,"=""1649375808""","=""9781649375803""",0,3.93,Entangled Publishing: Red Tower Books,Paperback,342,2023,2023,,2023/09/05,to-read,to-read (#69),to-read,,,,0,0
75364123,"Into the Tide (Cottonwood Cove, #1)",Laura Pavlov,"Pavlov, Laura",,"=""""","=""9798371541376""",3,4.03,Independently published,Paperback,367,2023,2023,,2023/09/03,,,read,,,,0,0
62870038,"Faking Ms. Right (Dirty Martini Running Club, #1)",Claire Kingsley,"Kingsley, Claire",,"=""""","=""""",2,4.07,"Always Have, LLC",Kindle Edition,360,2022,2019,2023/01/01,2023/09/01,,,read,,,,1,0
62870117,"Marrying Mr. Wrong (Dirty Martini Running Club, #3)",Claire Kingsley,"Kingsley, Claire",,"=""""","=""""",3,4.09,"Always Have, LLC",Kindle Edition,380,2021,2021,2023/01/01,2023/08/31,,,read,,,,1,0
60408271,Everything Leads to You,Nina LaCour,"LaCour, Nina",,"=""""","=""""",3,3.84,Penguin Teen,Paperback,336,2022,2014,2023/01/01,2023/05/31,,,read,,,,1,0
49229687,Always the Last to Know,Kristan Higgins,"Higgins, Kristan",,"=""0451489454""","=""9780451489456""",4,3.96,Berkley Books,Paperback,400,2020,2020,2023/01/01,2023/08/28,,,read,,,,1,0
16158558,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",Nora Roberts,"Roberts, Nora",,"=""0425259854""","=""9780425259856""",2,3.97,Berkley,Paperback,342,2013,2013,2023/01/01,2023/08/28,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2022/10/18,to-read,to-read (#68),to-read,,,,0,0
61884987,Hello Stranger,Katherine Center,"Center, Katherine",,"=""1250283787""","=""9781250283788""",0,3.92,St. Martin's Press,Hardcover,323,2023,2023,,2023/08/04,to-read,to-read (#67),to-read,,,,0,0
18042570,Go Ask Alice: A Real Diary,Beatrice Sparks,"Sparks, Beatrice",,"=""""","=""""",3,3.74,Simon Pulse,Mass Market Paperback,192,1998,1971,2023/01/01,2023/08/02,,,read,,,,1,0
